,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,side,InGroup
1537,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1538,Earth,False,TRAPPIST-1e,37.0,False,0.0,27.0,11.0,732.0,5.0,No,F,S,True
1539,Earth,False,TRAPPIST-1e,61.0,False,1215.0,32.0,0.0,0.0,362.0,No,E,S,False
1540,Europa,True,TRAPPIST-1e,32.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Yes,C,S,False
1541,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,304.8547912992357,Yes,G,P,True
1542,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1543,Earth,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1544,Earth,False,TRAPPIST-1e,22.0,False,1300.0,0.0,173.72916912197996,0.0,1134.0,No,F,P,False
1545,Earth,False,TRAPPIST-1e,41.0,False,139.0,666.0,6.0,71.0,25.0,No,G,S,False
1546,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1547,Earth,False,TRAPPIST-1e,19.0,False,414.0,0.0,66.0,307.0,0.0,No,E,S,False
1548,Earth,False,TRAPPIST-1e,21.0,False,305.0,0.0,1.0,618.0,2.0,Yes,G,P,False
1549,Earth,False,55 Cancri e,14.0,False,0.0,2.0,0.0,0.0,794.0,No,F,P,False
1550,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1551,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,885.0,0.0,0.0,Yes,G,P,False
1552,Earth,False,TRAPPIST-1e,33.0,False,954.0,0.0,10.0,3.0,2.0,No,F,P,False
1553,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
1554,Earth,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1555,Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,311.1387779083431,0.0,No,G,P,True
1556,Earth,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1557,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1558,Europa,False,TRAPPIST-1e,47.0,False,4.0,1303.0,830.0,774.0,2.0,No,A,S,False
1559,Earth,False,TRAPPIST-1e,28.0,False,3202.0,458.07720329024676,0.0,0.0,5.0,No,G,S,True
1560,Earth,False,TRAPPIST-1e,40.0,False,0.0,807.0,0.0,0.0,0.0,Yes,F,S,True
1561,Earth,False,TRAPPIST-1e,17.0,False,1.0,160.0,37.0,0.0,304.8547912992357,No,F,S,False
1562,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,218.0,109.0,5321.0,No,G,P,False
1563,Mars,False,TRAPPIST-1e,28.82793046746535,False,1150.0,0.0,6.0,4.0,0.0,Yes,F,S,False
1564,Earth,False,TRAPPIST-1e,41.0,False,0.0,82.0,3.0,0.0,718.0,No,F,S,False
1565,Earth,False,TRAPPIST-1e,20.0,False,0.0,1.0,0.0,905.0,0.0,No,E,S,False
1566,Europa,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,No,A,S,True
1567,Europa,False,TRAPPIST-1e,57.0,False,0.0,62.0,0.0,2136.0,178.0,No,A,S,True
1568,Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,S,True
1569,Europa,False,TRAPPIST-1e,37.0,False,0.0,2390.0,0.0,1306.0,304.8547912992357,No,A,S,True
1570,Earth,False,PSO J318.5-22,20.0,False,127.0,0.0,0.0,542.0,0.0,No,F,S,False
1571,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
1572,Europa,False,TRAPPIST-1e,38.0,False,158.0,787.0,2820.0,311.1387779083431,86.0,Yes,D,S,False
1573,Earth,False,TRAPPIST-1e,22.0,False,2.0,0.0,6.0,101.0,536.0,No,F,S,False
1574,Mars,False,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,No,F,S,True
1575,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
1576,Mars,False,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,No,F,S,True
1577,Earth,False,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,No,G,P,True
1578,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
1579,Europa,False,55 Cancri e,28.82793046746535,False,0.0,859.0,0.0,6704.0,64.0,No,B,S,False
1580,Earth,False,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,No,F,S,False
1581,Earth,False,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,No,F,P,False
1582,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1583,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
1584,Earth,False,TRAPPIST-1e,19.0,False,5.0,87.0,0.0,0.0,304.8547912992357,No,E,P,False
1585,Earth,False,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,No,G,S,False
1586,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
1587,Earth,False,55 Cancri e,51.0,False,0.0,260.0,91.0,0.0,264.0,No,G,S,True
1588,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
1589,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1590,Mars,False,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,No,F,P,False
1591,Earth,False,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,No,E,S,True
1592,Earth,True,TRAPPIST-1e,7.0,False,224.687617481203,0.0,0.0,0.0,0.0,No,G,S,True
1593,Earth,True,TRAPPIST-1e,19.0,False,224.687617481203,0.0,0.0,0.0,0.0,Yes,G,S,True
1594,Earth,False,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,No,F,P,False
1595,Mars,False,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,No,F,S,False
1596,Earth,True,PSO J318.5-22,31.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Yes,G,S,False
1597,Earth,False,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,No,G,S,False
1598,Europa,False,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,No,B,P,False
1599,Earth,False,TRAPPIST-1e,23.0,False,0.0,13.0,0.0,773.0,0.0,No,G,P,False
1600,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Yes,E,S,False
1601,Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,Yes,F,P,False
1602,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,True
1603,Europa,False,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,No,B,S,True
1604,Mars,False,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,No,D,S,True
1605,Mars,False,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,Yes,D,S,True
1606,Mars,False,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,No,E,S,False
1607,Earth,False,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,No,F,P,False
1608,Mars,False,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,No,F,S,True
1609,Mars,False,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,Yes,D,S,True
1610,Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,No,G,S,True
1611,Mars,False,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,No,E,S,True
1612,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
1613,Mars,False,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,No,D,S,True
1614,Mars,False,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,No,F,S,True
1615,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
1616,Earth,False,TRAPPIST-1e,51.0,False,437.0,244.0,908.0,825.0,0.0,No,F,S,False
1617,Mars,False,TRAPPIST-1e,17.0,False,139.0,0.0,959.0,21.0,0.0,No,F,P,True
1618,Mars,False,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,No,F,P,True
1619,Earth,False,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,No,G,P,False
1620,Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1621,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1622,Earth,False,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,Yes,E,P,True
1623,Earth,False,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,No,E,P,True
1624,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1625,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,173.72916912197996,0.0,0.0,No,G,P,False
1626,Earth,False,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,No,F,P,False
1627,Earth,False,TRAPPIST-1e,15.0,False,852.0,0.0,0.0,135.0,0.0,No,E,S,False
1628,Europa,False,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,Yes,A,S,False
1629,Earth,False,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,No,F,S,False
1630,Mars,True,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,True
1631,Mars,False,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,No,D,P,True
1632,Earth,False,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,No,G,P,False
1633,Earth,False,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,Yes,F,P,False
1634,Earth,False,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,Yes,E,P,False
1635,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1636,Earth,False,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,Yes,G,P,True
1637,Earth,False,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,No,F,P,False
1638,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
1639,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
1640,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,304.8547912992357,No,E,S,True
1641,Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1642,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1643,Earth,False,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,No,G,S,False
1644,Mars,False,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,No,D,P,False
1645,Europa,False,TRAPPIST-1e,28.0,False,0.0,1310.0,0.0,221.0,6064.0,No,E,S,False
1646,Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,False
1647,Earth,False,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,Yes,G,S,False
1648,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,No,G,P,True
1649,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
1650,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1651,Earth,True,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
1652,Earth,False,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,Yes,F,S,False
1653,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1654,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1655,Earth,False,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,No,F,S,False
1656,Earth,False,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,No,G,S,False
1657,Earth,False,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,No,F,S,False
1658,Earth,False,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,No,F,P,False
1659,Earth,False,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,Yes,E,S,True
1660,Earth,False,TRAPPIST-1e,15.0,False,104.0,458.07720329024676,0.0,174.0,253.0,No,G,S,True
1661,Europa,False,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,Yes,E,S,False
1662,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
1663,Mars,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,True
1664,Earth,False,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,No,F,S,False
1665,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
1666,Europa,False,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,Yes,C,S,True
1667,Europa,False,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,Yes,C,S,True
1668,Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,True
1669,Earth,False,TRAPPIST-1e,28.82793046746535,False,0.0,24.0,0.0,732.0,0.0,No,G,S,False
1670,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,False
1671,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,S,False
1672,Earth,False,TRAPPIST-1e,35.0,False,0.0,338.0,436.0,311.1387779083431,0.0,Yes,G,P,False
1673,Mars,False,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,No,F,P,False
1674,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Yes,E,S,False
1675,Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,Yes,G,S,False
1676,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,No,G,S,False
1677,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,False
1678,Earth,False,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,Yes,F,P,False
1679,Europa,False,55 Cancri e,28.0,False,0.0,11026.0,0.0,0.0,12.0,Yes,C,S,False
1680,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1681,Earth,False,TRAPPIST-1e,40.0,False,596.0,458.07720329024676,135.0,73.0,0.0,No,F,S,True
1682,Earth,False,55 Cancri e,42.0,False,28.0,0.0,0.0,0.0,591.0,No,G,S,True
1683,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,311.1387779083431,0.0,No,G,S,True
1684,Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,311.1387779083431,0.0,No,E,P,False
1685,Earth,False,TRAPPIST-1e,51.0,False,28.0,94.0,0.0,34.0,638.0,No,F,S,False
1686,Mars,False,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,No,F,P,False
1687,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Yes,C,S,False
1688,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Yes,B,P,False
1689,Earth,False,TRAPPIST-1e,39.0,False,1.0,275.0,33.0,376.0,105.0,No,E,S,False
1690,Earth,False,TRAPPIST-1e,19.0,False,5.0,639.0,0.0,84.0,180.0,No,G,P,False
1691,Earth,False,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1692,Earth,True,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1693,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1694,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1695,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1696,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,2.0,787.0,1.0,No,E,P,False
1697,Earth,False,55 Cancri e,23.0,False,0.0,169.0,0.0,553.0,0.0,No,F,P,False
1698,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
1699,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,False
1700,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,False
1701,Europa,False,55 Cancri e,30.0,False,0.0,3722.0,4.0,140.0,4045.0,No,B,P,False
1702,Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,8.0,2.0,30.0,No,F,S,False
1703,Mars,False,TRAPPIST-1e,56.0,False,4694.0,0.0,2661.0,51.0,0.0,No,F,P,False
1704,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1705,Earth,False,TRAPPIST-1e,28.82793046746535,False,928.0,20.0,0.0,0.0,0.0,No,F,S,True
1706,Earth,False,TRAPPIST-1e,25.0,False,9.0,852.0,73.0,12.0,57.0,Yes,F,P,False
1707,Earth,False,55 Cancri e,18.0,False,0.0,0.0,454.0,0.0,263.0,No,F,P,False
1708,Europa,False,TRAPPIST-1e,60.0,True,1891.0,640.0,0.0,360.0,52.0,Yes,C,S,True
1709,Europa,False,TRAPPIST-1e,41.0,False,0.0,2334.0,1.0,6.0,23.0,Yes,C,S,True
1710,Earth,False,PSO J318.5-22,16.0,False,112.0,0.0,38.0,77.0,443.0,No,F,S,False
1711,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
1712,Earth,False,TRAPPIST-1e,26.0,False,224.687617481203,4.0,361.0,0.0,19.0,No,G,P,False
1713,Earth,False,TRAPPIST-1e,31.0,False,2.0,811.0,0.0,0.0,0.0,Yes,G,P,False
1714,Earth,False,TRAPPIST-1e,67.0,False,143.0,68.0,496.0,182.0,9.0,Yes,G,S,False
1715,Earth,False,55 Cancri e,16.0,False,224.687617481203,231.0,569.0,2.0,0.0,No,F,S,False
1716,Earth,False,55 Cancri e,24.0,False,0.0,94.0,1.0,56.0,427.0,No,F,S,False
1717,Earth,False,TRAPPIST-1e,19.0,False,0.0,1333.0,3.0,624.0,254.0,Yes,F,P,False
1718,Europa,False,55 Cancri e,48.0,False,0.0,3578.0,80.0,123.0,304.8547912992357,Yes,D,P,True
1719,Europa,False,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,Yes,D,P,True
1720,Europa,False,TRAPPIST-1e,22.0,False,0.0,8882.0,21.0,2204.0,19.0,Yes,D,P,True
1721,Europa,False,TRAPPIST-1e,28.0,True,0.0,4424.0,3.0,207.0,1572.0,Yes,D,P,True
1722,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Yes,D,P,True
1723,Europa,False,TRAPPIST-1e,29.0,False,0.0,699.0,0.0,0.0,1955.0,No,D,P,True
1724,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,304.8547912992357,No,G,S,False
1725,Europa,False,55 Cancri e,48.0,False,140.0,127.0,0.0,4102.0,521.0,No,C,P,False
1726,Mars,False,TRAPPIST-1e,26.0,False,17.0,0.0,1582.0,0.0,0.0,Yes,F,S,False
1727,Earth,False,TRAPPIST-1e,23.0,False,1639.0,1218.0,0.0,1.0,0.0,Yes,F,P,False
1728,Earth,False,TRAPPIST-1e,55.0,False,1104.0,0.0,0.0,0.0,0.0,No,F,P,False
1729,Europa,False,TRAPPIST-1e,46.0,False,2249.0,153.0,137.0,311.1387779083431,194.0,No,E,P,False
1730,Earth,False,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,1381.0,No,F,S,True
1731,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1732,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1733,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,788.0,16.0,No,F,P,False
1734,Earth,False,TRAPPIST-1e,65.0,False,5.0,317.0,173.72916912197996,0.0,123.0,No,G,S,False
1735,Earth,False,TRAPPIST-1e,28.82793046746535,False,181.0,0.0,2.0,0.0,663.0,No,G,S,False
1736,Earth,False,TRAPPIST-1e,25.0,False,113.0,0.0,0.0,1282.0,0.0,No,F,P,False
1737,Earth,False,PSO J318.5-22,54.0,False,0.0,316.0,257.0,0.0,0.0,No,F,S,True
1738,Earth,False,55 Cancri e,25.0,False,0.0,0.0,1.0,735.0,25.0,No,F,S,True
1739,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,False
1740,Europa,False,55 Cancri e,53.0,False,0.0,13527.0,0.0,0.0,771.0,Yes,A,S,False
1741,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,P,True
1742,Earth,False,TRAPPIST-1e,39.0,False,0.0,43.0,864.0,0.0,85.0,No,E,P,True
1743,Earth,False,TRAPPIST-1e,22.0,False,8.0,710.0,0.0,27.0,0.0,Yes,F,P,False
1744,Mars,False,55 Cancri e,31.0,False,120.0,0.0,657.0,52.0,0.0,No,D,S,False
1745,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,False
1746,Europa,False,TRAPPIST-1e,35.0,True,0.0,1.0,0.0,0.0,3156.0,No,A,P,True
1747,Europa,False,55 Cancri e,35.0,False,95.0,3441.0,0.0,391.0,318.0,No,A,P,True
1748,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,S,True
1749,Mars,False,TRAPPIST-1e,61.0,False,953.0,415.0,974.0,0.0,133.0,No,F,S,True
1750,Earth,False,55 Cancri e,58.0,False,14.0,0.0,1081.0,0.0,0.0,Yes,F,P,False
1751,Mars,False,TRAPPIST-1e,26.0,False,1752.0,22.0,0.0,4.0,304.8547912992357,No,D,S,False
1752,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1753,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1754,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1755,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,304.8547912992357,No,G,S,True
1756,Earth,False,TRAPPIST-1e,25.0,False,0.0,60.0,0.0,646.0,1115.0,No,G,S,True
1757,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,No,G,S,True
1758,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,865.0,No,F,P,False
1759,Mars,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Yes,F,P,False
1760,Europa,False,TRAPPIST-1e,31.0,False,0.0,1983.0,0.0,172.0,52.0,Yes,C,S,False
1761,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,False
1762,Earth,True,TRAPPIST-1e,30.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Yes,G,S,False
1763,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
1764,Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,0.0,486.0,1479.0,No,F,P,True
1765,Earth,False,TRAPPIST-1e,37.0,False,28.0,25.0,26.0,806.0,3.0,No,G,P,False
1766,Earth,False,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,724.0,0.0,No,F,P,False
1767,Europa,False,TRAPPIST-1e,36.0,False,0.0,583.0,1789.0,19.0,1009.0,No,D,P,False
1768,Earth,False,55 Cancri e,20.0,False,470.0,128.0,0.0,0.0,9.0,No,F,P,False
1769,Earth,False,TRAPPIST-1e,20.0,False,2215.0,0.0,0.0,86.0,0.0,Yes,F,P,False
1770,Europa,False,55 Cancri e,18.0,False,0.0,16263.0,72.0,0.0,15.0,Yes,C,S,True
1771,Europa,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Yes,G,S,True
1772,Mars,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,False
1773,Earth,False,TRAPPIST-1e,26.0,False,0.0,3.0,176.0,611.0,0.0,No,E,S,False
1774,Earth,False,TRAPPIST-1e,35.0,False,0.0,88.0,718.0,46.0,0.0,No,G,S,False
1775,Earth,False,TRAPPIST-1e,30.0,False,116.0,0.0,0.0,728.0,29.0,Yes,F,S,False
1776,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,22.0,0.0,702.0,No,F,P,True
1777,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,True
1778,Earth,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,No,G,P,False
1779,Mars,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,No,E,S,False
1780,Europa,False,TRAPPIST-1e,50.0,False,5.0,809.0,0.0,309.0,731.0,Yes,D,P,True
1781,Europa,False,TRAPPIST-1e,29.0,False,4.0,841.0,0.0,363.0,1107.0,Yes,G,S,True
1782,Europa,False,55 Cancri e,19.0,False,0.0,748.0,158.0,5037.0,44.0,No,D,P,True
1783,Europa,False,55 Cancri e,39.0,False,0.0,10153.0,1.0,78.0,5063.0,Yes,C,S,True
1784,Europa,False,TRAPPIST-1e,38.0,False,0.0,354.0,0.0,1806.0,0.0,Yes,C,S,True
1785,Earth,True,55 Cancri e,21.0,False,224.687617481203,0.0,0.0,0.0,0.0,No,G,S,False
1786,Earth,False,PSO J318.5-22,25.0,False,11.0,44.0,397.0,0.0,0.0,No,G,S,False
1787,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,P,True
1788,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Yes,A,P,True
1789,Earth,False,TRAPPIST-1e,19.0,False,42.0,0.0,345.0,1431.0,0.0,No,G,S,False
